amiiinnn,amin
ngomong,mengomong
mamer,memamerkan
keles,kali
jelase,jelas
liat,lihat
uwakk,uwak
ntar,entar
bs,bisa
gini,begini
salfok,salah fokus
njir,anjir
piiink,pink
astgfrullah,astagfirullah
ko,kok
cd,celana dalam
gbs,enggak bisa
bhs,bahasa
yaaaaaa,ya
gak,enggak
bangshad,bangsat
stagahhhh,astaga
kpn,kapan
iooo,lo
dy,dia
d,ada
mslh,masalah
qt,kita
plampiasannn,pelampiasan
masalahh,masalah
tohh,toh
inghinn,ingin
dhi,di
mengherthii,mengerti
yanckh,yang
chelalyyu,selalu
therchakitty,tersakiti
mauuuuu,mau
kaliii,kali
bangat,banget
bkin,bikin
dongg,dong
yokkk,yuk
yu,yuk
sweger,segar
gantengg,ganteng
bingiit,banget
kebukaaa,terbuka
tpi,tapi
keliatan,kelihatan
yakk,ya
kayakk,kayak
asliii,asli
kyk,kayak
cntiknya,cantiknya
bat,banget
ngeliatnya,melihatnya
sll,selalu
bet,banget
njerr,anjir
bingiiittttzzzz,banget
k,kak
klo,kalo
dooong,dong
masi,masih
gni,begini
hdk,hendak
jugaa,juga
mksud,maksud
aj,saja
tetep,tetap
mbakx,mbaknya
syantik,cantik
kite,kita
pa,apa
mksd,maksud
bejilbbnya,berjilbabnya
masio,masih
yahhh,ya
makasih,terima kasih
leh,boleh
ugaaa,juga
jerewi,jerawat
ilang,hilang
jilbabnyaah,jilbabnya
yuuuk,yuk
warnaaa,warna
punyaaa,punya
cantiik,cantik
sukaaak,suka
kebayanyaa,kebayanya
mantes,memantas
merekaaaa,mereka
jugaaa,juga
gilaaaa,gila
tiga2nya,tiga-tiganya
lucuu,lucu
emessss,gemas
ucullllll,lucu
males,malas
bangeettt,banget
gemesshh,gemas
apaaa,apa
ampuunn,ampun
ciuuuummmm,cium
mbil,sambil
ngmng,mengomong
ngemeng,mengomong
epe,apa
seehh,sih
yank,sayang
ucul,lucu
yahh,ya
gw,gue
ngakak,mengakak
astagfirrullah,astagfirullah
suerrr,suer
mnta,minta
syg,sayang
ntik,cantik
pny,punya
dapet,dapat
suru,suruh
lucuuuu,lucu
ketawakkkk,ketawa
kyanya,kayanya
bnget,banget
nakutin,menakutkan
malingg,maling
cocokk,cocok
niihh,nih
imutttttt,imut
satuuuuu,satu
sesekk,sesak
nafass,nafas
bgtt,banget
cintaaaaaaa,cinta
lucuk,lucu
ma,sama
duluu,dulu
megang,memegang
kawinin,mengawini
liatin,memperlihatkan
ny,nya
d,di
bdan,badan
nyaaa,nya
gemesin,menggemaskan
fotoin,memfoto
ngaku,mengaku
kaaa,kak
ganteng2,ganteng-ganteng
pcarny,pacarnya
kri,kiri
knpa,kenapa
pda,pada
cmn,cuman
gara2,gara-gara
garuk2,garuk-garuk
tembokk,tembok
namax,namanya
kiriii,kiri
bungkusin,bungkuskan
atu,satu
dehhhh,deh
kakk,kak
ngegantiin,menggantikan
alloh,allah
smpe,sampai
msh,masih
trsa,terasa
khadirannya,kehadirannya
fikiran,pikiran
hayalanku,khayalanku
bru,baru
nton,menonton
ngapain,mengapai
surgaa,surga
kangenn,kangen
kgn,kangen
kakkkkk,kak
rinduuuuuuuuu,rindu
ninggalin,meninggalkan
smg,semoga
terangkhn,terangkan
bgtttt,banget
knp,kenapa
tuk,untuk
slama,selama
orng,orang
bngunlah,bangunlah
bngun,bangun
ea,ya
qu,ku
hiri,hari
"teman""ny",teman-temannya
aza,saja
dr,dari
alm,almarhum
skrg,sekarang
sie,sih
benet,benar
bangetttt,banget
tuu,tuh
skrang,sekarang
gda,enggak ada
gantiin,menggantikan
kta,kata
kklau,kalau
acra,acara
kasian,kasihan
yaaa ,ya
bnerr,benar
emk,emak
temenn,teman
pngenn,pengin
terkenall,terkenal
ajhh,saja
sungguh2,sungguh-sungguh
mnjadi,menjadi
shbt,sahabat
bner,benar
ktny,katanya
dimusiumin,dimuseumkan
bntu,bantu
dlu,dulu
udh,sudah
kangem,kangen
amiiin,amin
smua,semua
slmt,selamat
jln,jalan
"mudh""an",mudah-mudahan
tenny,tenang
sdh,sudah
tnya,tanya
blm,belum
td,tadi
sblm,sebelum
bole,boleh
lahhh,lah
maap,maaf
cm,cuma
kmrn,kemarin
wkt,waktu
ama,sama
ak,aku
lht,lihat
biasa2,biasa-biasa
mnrtkuu,menurutku
trs,terus
ikutin,mengikuti
jdwl,jadwal
wajiiib,wajib
aaaammmiiiinnnn,amin
dtnggu,ditunggu
jan,jangan
kunjungin,kunjungi
lagiiii,lagi
waktunyaaa,waktunya
diluangin,diluangkan
jga,juga
mimin,admin
istimewaaa,istimewa
blom,belum
nangis,menangis
"ngaku""",mengaku-ngaku
diaa,dia
donkk,dong
kejawab,terjawab
yaaaa,ya
seru2an,seru-seruan
mohom,mohon
kebalas,terbalas
ikutin,ikuti
nyempetin,menyempatkan
wktunya,waktunya
kaaaa,kak
ngobrol,mengobrol
namain,menamai
bls,balas
ijap,ijab
kobul,kabul
co,cowok
pst,pasti
inggat,ingat
brdua,berdua
masing2,masih
sanggat,sangat
siipp,sip
laa,lah
dlm,dalam
hdup,hidup
hdp,hidup
kedpan,kedepan
smoga,semoga
mndaptkan,mendapatkan
"nutup""in",menutup-nutupi
liatin,perlihatkan
iyah,iya
sja,saja
kakkk,kak
za,saja
mulut2,mulut-mulut
peengn,pengin
tuch,tuh
muantteepp,mantap
cpt,cepat
mrit,merit
y,ya
ngapasih,mengapa sih
ni,ini
segitunya,sebegitunya
fto,foto
pke,pakai
sisain,menyisakan
slamt,selamat
nantiii,nanti
edaaan,edan
emg,memang
tunggu2,tunggu-tunggu
sehat2,sehat-sehat
ciyeeeeeee,cie
pantes,pantas
lairannya,kelahirannya
jmnya,jamnya
ajha,saja
nyaaaa,nya
nyari,mencari
amiien,amien
terbaikkk,terbaik
ayahh,ayah
ae,saja
ndak,indak
ngerti,mengerti
mrekaaaa,mereka
yaampuuuunnnn,ya ampun
nyanyiin,menyanyikan
ahhh,ah
pgen,pengin
tempt,tempat
kh,kah
bgini,begini
brani,berani
km,kamu
jalan2,jalan-jalan
asyikkkkk,asyik
iriiiii,iri
ngajak,mengajak
naaaaahh,nah
kka,kakak
yak,ya
ttep,tetap
sperti,seperti
jrang,jarang
msuk,masuk
gossip2.an,gosip-gosipan
makkk,mak
guee,gue
pengennn,pengin
gilzz,gila
nyaru,menyaru
gilaaa,gila
jd,jadi
kebarat2an,kebarat-baratan
ohh,oh
mantabs,mantab
jgan,jangan
mlu,malu
payahh,payah
ntaf,mantap
beneran,benaran
"mudah""n",mudah-mudahan
gada,enggak ada
milikin,memiliki
kamo,kamu
inih,ini
sukaaaa,suka
sukaaaaaa,suka
kirain,mengira
mehoonggggg,mahal
apikkkk,apik
yach,ya
kereenn,keren
ginii,begini
ayoook,ayo
yoiii,yoi
gituuu,begitu
iyaaa,iya
pgn,pengin
liptsk,lipstik
nyeplak,menjiplak
cw,cewek
kmarin,kemarin
mengncang,mengencang
tauu,tau
ksh,kasih
skrng,sekarang
mksh,terima kasih
ank,anak
skitar,sekitar
ktmu,ketemu
tmen,teman
ats,atas
donk,dong
heii,hai
diputusin,diputuskan
pcrnya,pacarnya
mnjual,menjual
ngadain,mengadakan
kkak,kakak
rekomendasiin,merekomendasikan
sihhh,sih
cooocok,cocok
mrip,mirip
mama.nyy,mamanya
bosenin,membosankan
kmu,kamu
bukn,bukan
sey,sih
cantikkk,cantik
banger,banget
kaa,kak
eakyu,waktu
cntik,cantik
kakanya,kakaknya
doeloe,dulu
cantikkkk,cantik
bngtt,banget
iyak,iya
malh,malah
mlah,malah
ngak,enggak
laki2,laki-laki
gag,enggak
fhotonya,fotonya
bleh,boleh
brp,berapa
tnggl,tanggal
tanteny,tantenya
ky,kaya
sklinyaa,sekalinya
ayoo,ayo
w,gue
dramaa,drama
niiih,nih
bisaa,bisa
lha,lah
dunk,dong
lihaat,lihat
yuwkkk,yuk
nnti,nanti
editannn,editan
mw,mau
thu,tuh
mai,mau
kamuu,kamu
pastii,pasti
bisaaa,bisa
kejuu,keju
kereen,keren
nama.a,namanya
kmauan,kemauan
ahhhh,ah
yuuuuk,yuk
dmana,dimana
disiniii,disini
cobaa,coba
bayangin,bayangkan
yaudh,ya sudah
dl,dulu
ajaaa,saja
tuhhh,tuh
amploppp,amplop
mo,mau
sayangg'',sayang-sayang
nantii,nanti
aminnnnn,amin
gakuat,enggak kuat
yukkkk,yuk
nged,banget
nantik,nanti
ksitu,kesitu
bangeett,banget
liad,lihat
kluarga,keluarga
biasahhh,biasa
tutorialx,tutorialnya
dpke,dipakai
fhoto,foto
kerenn,keren
binggo,banget
rekomndd,rekomendasi
bli2n,beli-belikan
bwt,buat
wado,waduh
guaa,gua
yaakkk,ya
bangetttttyt,banget
bangettttt,banget
bangg,bang
kangeeeeeeeeennnnnnnn,kangen
kaliannnnnn,kalian
rinduuuuuuuuuu,rindu
kangennnnnmnnnnnnnnnnnnnnnnn,kangen
kaliannnnnm,kalian
kangeeeeeeeeeeennnnn,kangen
kangennnnnnnnnnnnnnnn,kangen
kangennn,kangen
kaliannnnnnn,kalian
th2,tahun-tahun
smpt,sempat
blg,bilang
trserah,terserah
ad,ada
cwo,cowok
prnah,pernah
wlwpun,walaupun
trpsah,terpisah
klw,kalau
mmg,memang
prsatukn,persatukan
g,enggak
slh,salah
ngomng,mengomong
mdh2an,mudah-mudahan
sm,sama
skedar,sekadar
kangeeerrn,kangen
pulak,pula
terrrrbaik,terbaik
jorookknya,joroknya
ihhhhh,ih
padahall,padahal
jorokkkk,jorok
mualll,mual
klow,kalau
muke,muka
ajh,saja
taiiii,tahi
seneeeeeng,senang
nyesel,menyesal
besarin,membesarkan
tanyang,tayang
ber2,berdua
jngan,jangan
ngelarang,melarang
kerreeen,keren
pantess,pantas
bngettt,banget
baperr,bawa perasaan
sudh,sudah
sbr,sabar
pngen,pengin
nntn,menonton
ht,hati
pemainy,pemainnya
jg,juga
aqu,aku
ngeliat,melihat
baper,bawa perasaan
akn,akan
nyampe,sampai
kbawa,terbawa
bradegan,beradegan
amiiinnnn,amin
mlm,malam
nikahin,menikahi
hadeuh,aduh
nyambung,menyambung
liyat,lihat
krn,karena
sk,suka
adengan,adegan
engga,enggak
bingit,banget
dapetin,mendapati
model2,model-model
sitayngin,ditayangkan
cocokkk,cocok
mahhhh,mah
cocokny,cocoknya
iniw,ini
q,ku
setju,setuju
bnern,benaran
pcrn,pacaran
klian,kalian
cocokkkk,cocok
bngett,banget
abes,habis
br,baru
mksdny,maksudnya
brpa,berapa
ihh,ih
kesampean,kesampaian
beginiiii,begini
ntr,entar
beliin,membelikan
kya,kaya
keq,kek
ngerasa,merasa
sygkuu,sayangku
ngeselin,mengesalkan
baju'a,bajunya
gara'',gara-gara
teruss,terus
pokok'a,pokoknya
bg,bang
ubur2,ubur-ubur
kuyy,yuk
bentarr,bentar
dureen,duren
ajibb,ajib
mahall,mahal
yukk,yuk
niiihh,nih
imuuttt,imut
imuttzz,imut
nha,nya
konten2,konten-konten
rasain,rasai
daaaah,deh
asliiii,asli
cantiknnnnyaaaaaaa,cantiknya
yuuk,yuk
ngelihatnya,melihatnya
bdn,badan
na,nya
ibu2,ibu-ibu
lau,kau
cantikk,cantik
sexxi,seksi
bulet,bulat
ituu,itu
ngocok,mengocok
nyoba,mencoba
gn,begini
yaahhh,ya
kencqng,kencang
kra,kira
diginikan,dibeginikan
"coret""",coret-coret
lahh,lah
gambarin,gambarkan
ngerii,ngeri
digambarin,digambarkan
klen,kalian
bangke,bangkai
kog,kok
liatnya,lihatnya
bedanyaaa,bedanya
negri,negeri
mbk,mbak
pgin,pengin
krudungan,kerudungan
ajaa,saja
maksutku,maksudku
kerennnnn,keren
njirr,anjir
jd'y,jadinya
manisnyaaaa,manisnya
thun,tahun
mbg,mbak
bangeet,banget
ngaco,mengaco
ngomen,mengomentari
kaaakk,kak
gituh,begitu
tenggah,tengah
uuuuuaaaaaaaaaappppppppppiiiiiiiiiiiiiiiiiikkkkkkkkkkkkkkkk,apik
kocakkkkkkkkkkkkkk,kocak
ksukaanmuuu,kesukaanmu
bagiii,bagi
ayooo,ayo
nontonx,menontonnya
dpn,depan
pi,tapi
penasarannnn,penasaran
gilakkkkkk,gila
mauuu,mau
nontoonnn,menonton
cepet2,cepat-cepat
kepingin,pengin
nontonnnn,menonton
deeek,dek
ntappp,mantap
deg2an,deg-degan
cyiiin,cinta
iyha,iya
kureeeen,keren
muantaap,mantap
pake,pakai
ngantri,mengantri
bli,beli
nraktir,mentraktir
nonton,menonton
sbnyak,sebanyak
penasaraaann,penasaran
ayoooo,ayo
nii,ini
nontonya,menontonnya
k,ke
kl,kalau
nunggu,menunggu
dpt,dapat
qta,kita
peen,pengin
lw,lu
gga,enggak
yaah,ya
asikkk,asik
gilak,gila
mcm,macam
ceritax,ceritanya
yoooiii,yoi
daah,deh
kuy,yuk
udahh,sudah
tauuuuu,tau
sabarrrrr,sabar
kqmu,kamu
banggain,banggakan
thn,tahun
pengan,pengin
sendeng,senang
simpen,simpan
gakk,enggak
bagiin,bagikan
nanggepin,menanggapi
kapn,kapan
barang2,barang-barang
kirimin,mengirimi
senengin,senangi
ngasih,mengasih
ampunnnn,ampun
bln,bulan
senengg,senang
teruzzz,terus
mantabb,mantab
sumpahh,sumpah
diluarann,diluaran
trbaik,terbaik
dlam,dalam
anjirrrr,anjir
jendess,janda
dh,deh
sichh,sih
namnya,namanya
geh,gih
nggak,enggak
22nya,dua-duanya
aduuhhh,aduh
miripp,mirip
silauuu,silau
waww,wow
uga,juga
njiirr,anjir
bgs,bagus
kesinii,kesini
gemay,gemas
dstu,disitu
wiiiihhhh,wih
samoga,semoga
kereennn,keren
wahh,wah
nyangkaa,menyangka
hasilnyaaa,hasilnya
dahhhh,dah
mudah2,mudah-mudah
jugaakk,juga
prnh,pernah
diapa2in,diapa-apai
yaak,ya
lhoo,loh
donx,dong
gthu,begitu
nda,indak
maauuu,mau
pacarrr,pacar
idamann,idaman
naturalllll,natural
bnyak,banyak
berntung,beruntung
merka,mereka
jln2,jalan-jalan
romntis,romantis
slamat,selamat
ulan,ulang
th,tahun
mngkin,mungkin
klau,kalau
diksi,dikasih
sipp,sip
taun,tahun
jugak,juga
nungguin,menunggu
ngeluarin,mengeluarkan
keciill,kecil
ughaa,juga
"tante""",tante-tante
banged,banget
abeees,habis
kapan2,kapan-kapan
adain,mengadakan
bsa,bisa
bosen2,bosan-bosan
sempurnaaaaa,sempurna
kaan,kan
kece2,kece-kece
badaaiii,badai
beneraan,benaran
cantiiik,cantik
kuatttt,kuat
cantiiiiiiik,cantik
cantiknyaaa,cantiknya
bae2,baik-baik
bgd,banget
mb,mbak
catiiiiik,cantik
subahanallah,subhanallah
jaman2nya,jaman-jamannya
padet,padat
buktiin,buktikan
cantiq,cantik
"pasien""nya",pasien-pasiennya
lohh,loh
utk,untuk
keeeerrrreeeennnnnnnnn,keren
woow,wow
choker2,choker-choker
buktiin,membuktikan
hadirrr,hadir
hadirr,hadir
jelashh,jelas
sekali2,sekali-kali
mbaaa,mbak
temen,teman
hidupppp,hidup
nyebelin,menyebalkan
diliatnya,dilihatnya
abis2,habis-habis
gpp,enggak apa-apa
para2,parah-parah
bangeeet,banget
allahhhhhhh,allah
gemesnya,gemasnya
ilang2,hilang-hilang
kmi,kami
ngilangin,menghilangkan
tbuh,tubuh
itungan,hitungan
ledekin,ledeki
tmn2,teman-teman
repot2,repot-repot
oles2,oles-oles
ckup,cukup
dptkan,dapatkan
artis2,artis-artis
kalii,kali
ninggiin,meninggikan
baget,banget
dri,dari
kira2,kira-kira
lgsg,langsung
ngk,enggak
ahh,ah
pas2an,pas-pasan
balesin,membalas
gausah,enggak usah
sukaaa,suka
lutuna,lucunya
ciapa,siapa
gemesss,gemas
duhh,duh
terharuuu,terharu
alamii,alami
sampek,sampai
ckrng,sekarang
ngegemesin,menggemaskan
imoet,imut
imut2,imut-imut
jagain,jaga
yahbh,ya
msih,masih
macem2,macam-macam
neko2,neko-neko
sktika,seketika
lutu,lucu
wowwww,wow
massss,mas
kesiniii,kesini
"keren""",keren-keren
"jalan""nya",jalan-jalannya
masyaallahhh,masyaallah
kerennn,keren
ksni,kesini
begok,bego
bkan,bukan
jgk,juga
bawak,bawa
it,itu
nti,nanti
pgi,pagi
keeeeeren,keren
baguusss,bagus
mna,mana
nahannnn,tahan
bagaatt,banget
gayannxa,gayanya
kereeeen,keren
uda,sudah
ngekeh,kekeh
xlian,kalian
b3,bertiga
ihhh,ih
lcu,lucu
pait,pahit
koplakkk,koplak
kerass,keras
yachhh,ya
gokil,gila
ngelihat,melihat
ngelawak,melawak
iiihhhhh,ih
nyolotinnnn,menyolot
beratttttttt,berat
cantiikkkk,cantik
hijaabbb,hijab
sekalii,sekali
smnagatin,menyemangati
pakek,pakai
kanapa,kenapa
cans,cantik
banhet,banget
bgttttttt,banget
blng,bilang
mngasi,mengasih
kmbang,kembang
pg,pagi
nie,ini
pla,pula
kw,kau
blakon,berlakon
sy,saya
nmpk,nampak
bngtzt,banget
lucukkkkk,lucu
sbelah,sebelah
baek,baik
ciusss,serius
palinf,paling
fav,favorit
maak,mak
ngakaaaakkk,mengakak
gokill,gila
kocakkkkkk,kocak
ngekek,mengekek
capee,cape
pegangin,memegang
nyender,menyandar
bener,benar
manjain,memanjakan
peleotin,meleot
bng,bang
termurahhhh,termurah
nyatakan,menyatakan
graaatiiiis,gratis
meriahh,meriah
cantikkkm,cantik
parahh,parah
bingits,banget
yuppss,ya
nyindir,menyindir
onoh,sono
bnyk,banyak
anakny,anaknya
staf2nya,staf-stafnya
begete,banget
aduhh,aduh
manteppp,mantap
hati2,hati-hati
jangan2,jangan-jangan
kata2nya,kata-katanya
ynk,sayang
"nangis""",menangis-nangis
"hati""",hati-hati
"jangan""",jangan-jangan
emank,memang
jagain,menjaga
cr,cara
diemin,diamkan
hancurin,menghancurkan
ckp,cukup
mgkn,mungkin
ato,atau
diapain,diapakan
ms,masih
haragain,menghargai
cb,coba
nyakitin,menyakiti
jgn2,jangan-jangan
sbaiknya,sebaiknya
mngerti,mengerti
blajar,belajar
fakta2,fakta-fakta
spt,seperti
mnding,mending
nilai2,nilai-nilai
buka2,buka-buka
nyinyirin,nyinyir
pdhl,padahal
pd,pada
nyerang,menyerang
hrs,harus
mrk,mereka
trima,terima
ngomomg,mengomong
mang,memang
kbetulan,kebetulan
orgtuanya,orang tuanya
sbelum,sebelum
ngamatin,mengamati
ngintip,mengintip
stelah,setelah
sndiri,sendiri
ngintilin,mengintil
smnjak,semenjak
trbukti,terbukti
nyambet,menyambat
msk,masuk
krmh,ke rumah
rmh,rumah
bo'ong,bohong
eloo,lo
apa2nya,apa-apanya
goblokkk,goblok
sesatt,sesat
ibliss,iblis
elo,lo
kbiasaan,kebiasaan
hdpnya,hidupnya
lbh,lebih
byk,banyak
anknya,anaknya
tdr,tidur
sbuah,sebuah
anak2nya,anak-anaknya
tdnya,tadinya
ank2nya,anak-anaknya
milih,memilih
branjak,beranjak
ank2,anak-anak
masyarakay,masyarakat
mudah2an,mudah-mudahan
menegerti,mengerti
apa2,apa-apa
sok2,sok-sok
nasehatin,menasihati
ngaca,mengaca
ajah,saja
kakkkk,kak
slamet,selamat
ampe,sampai
nari,menari
ehh,eh
mf,maaf
ngcpin,mengucapkan
woowwww,wow
iaa,ya
kdg,kadang
kebagi,terbagi
nerusin,meneruskan
indo,indonesia
univ,universitas
maen,main
wihh,wih
tetapppp,tetap
gantenggg,ganteng
jakety,jaketnya
nggk,enggak
skli,sekali
kli,kali
ttp,tetap
pala,kepala
pusingggg,pusing
pucing,pusing
ihhhh,ih
maho,manusia homo
gantng,ganteng
alak,kepala
hilangv,hilang
bungggg,bung
gapap,enggak apa-apa
kyak,kayak
pling,paling
gokiiill,gila
busedh,buset
gokilnya,gilanya
duluuu,dulu
keceee,kece
nyaa,nya
klu,kalau
gilaa,gila
duuhhh,duh
amiiiiinnnnn,amin
dg,dengan
tullus,tulus
tw,tau
pluk,peluk
durhaka2,durhaka-durhaka
kpada,kepada
"seburuk""",seburuk-buruk
ortu,orang tua
ktaa,kita
yup,ya
tdk,tidak
tetaplaah,tetaplah
q,aku
ajja,saja
dech,deh
oprasi,operasi
gya,gaya
kndung,kandung
sbg,sebagai
u,untuk
ksenangan,kesenangan
ddpt,didapat
jwab,jawab
mmbodohkan,membodohkan
orlaen,orang lain
bgtu,begitu
drpd,daripada
malem,malam
aplikasiin,mengaplikasikan
berangat,berangkat
praktekin,mempraktikkan
dahh,dah
gmn,bagaimana
omdo,omong doang
kate,kata
cabe2,cabe-cabe
prjuangan,perjuangan
kmewahan,kemewahan
stimpal,setimpal
ddpat,didapat
sprt,seperti
bc,baca
mnilai,menilai
kata2,kata-kata
usahh,usah
segala2nya,segala-galanya
sekarng,sekarang
sprti,seperti
masing2,masing-masing
mkanya,makanya
hay,hai
mreka,mereka
bhagia,bahagia
korek2,korek-korek
ngebales,membalas
krna,karena
sihh,sih
sasama,sesama
dehh,deh
cabe2an,cabe-cabean
terong2an,terong-terongan
seklian,sekalian
kluar,keluar
tuuu,itu
ngurusan,mengurusi
campurin,mencampuri
emnknya,memangnya
py,punya
unyuu,unyu
mrangkul,merangkul
adlh,adalah
wlo,walau
lh,lah
manusiy,manusia
tx,tak
samara,sakinah mawadah rahman
teringt,teringat
trmsuk,termasuk
dn,dan
pilihnmu,pilihanmu
swmntara,sementara
trmasuk,termasuk
orang2,orang-orang
sgt,sangat
liht,lihat
suaminy,suaminya
jadulnya,jaman dulunya
mantaff,mantap
ngata2in,mengata-ngatai
bagaimna,bagaimana
mulusssss,mulus
bgus,bagus
gmana,bagaimana
kpleset,kepleset
yawlah,ya allah
kepeleset,kepleset
kayanye,kayanya
amiinnnn,amin
komen2an,komen-komenan
wewww,wow
dumsss,dong
tar,entar
keq,kayak
perbaikin,memperbaiki
permasalhkan,permasalahkan
betul2,betul-betul
jauhin,jauhi
dateng,datang
adiik,adik
manisss,manis
"besar""",besar-besar
"masing""",masing-masing
ddlm,di dalam
kmbali,kembali
dkuburnya,dikuburnya
fi,di
ttg,tentang
kl,kalo
rata2,rata-rata
lbih,lebih
critamu,ceritamu
ja,saja
dh,dah
bres,beres
cmkn,camkan
diurusin,diurusi
biarin,biarkan
kale,kali
donks,dong
"membanding""",membanding-banding
mengperbolehkan,memperbolehkan
krena,karena
ngri,negeri
"dingin""",dingin-dingin
lma,lama
dibangga'in,dibangga-banggakan
ngebolehin,membolehkan
denger,dengar
"jelek""in",menjelek-jelekkan
stiap,setiap
gausa,enggak usah
maksain,memaksakan
smog,semoga
mnerima,menerima
baikxa,baiknya
aaamin,amin
amienn,amien
sekangen2,sekangen-kangen
kt,kita
amiiiiiiiiiinnnnnnn,amin
nolongin,menolong
amiiiiiiiiiiin,amin
seluru,seluruh
amiennn,amien
tebir,ribet
doangam,doang
"tebir""",ribet-ribet
amad,amat
mkst,maksud
wong2,wong-wong
rempong,repot
ngurusin,mengurusi
kerjaan,pekerjaan
bingittzz,banget
bangets,banget
ikh,ih
dwh,deh
nengok,menengok
bante,bantai
la,lah
komenannya,komentarnya
hadapin,menghadapi
dengarin,mendengarkan
ush,usah
